grid_id,centroid_lat,centroid_lon
2943,41.545499763754286,-123.67693126481568
2944,41.59054327256984,-123.67925324639268
2945,41.63558926578653,-123.68157816100975
2946,41.68063777697324,-123.683906014225
2947,41.72568883978386,-123.68623681161051
2948,41.770742487958046,-123.68857055875252
2949,41.815798755321616,-123.69090726125135
2950,41.8608576757868,-123.69324692472152
2951,41.90591928335335,-123.69558955479174
2952,41.950983612108246,-123.69793515710506
2953,41.98490987118464,-123.70045974951316
3091,38.72384586142714,-123.46730282663636
3092,38.75802210905215,-123.48086225561303
3093,38.80292683445816,-123.4830322867775
3094,38.84788021677657,-123.48515037420336
3095,38.89283418133884,-123.48727103811962
3096,38.93778875735247,-123.48939428322812
3097,38.98274397408471,-123.49152011424218
3098,39.02769986086325,-123.49364853588662
3099,39.07265644707619,-123.49577955289782
3100,39.11761376217282,-123.49791317002354
3101,39.162571835663634,-123.50004939202331
3102,39.20753069712073,-123.5021882236682
3103,39.252490376178415,-123.5043296697409
3104,39.29745090253326,-123.50647373503584
3105,39.34241230594479,-123.50862042435914
3106,39.387374616235405,-123.51076974252868
3107,39.43233786329119,-123.5129216943742
3108,39.47730207706208,-123.51507628473718
3109,39.52226728756224,-123.51723351847104
3110,39.56723352487043,-123.51939340044106
3111,39.61220081913043,-123.5215559355245
3112,39.657169200551394,-123.52372112861056
3113,39.7021386994081,-123.52588898460051
3114,39.747109346041775,-123.5280595084076
3115,39.792081170859824,-123.53023270495724
3116,39.837054204336646,-123.53240857918688
3117,39.882028477014224,-123.5345871360462
3118,39.92700401950173,-123.53676838049712
3119,39.97198086247673,-123.53895231751366
3120,40.01695903668524,-123.54113895208224
3121,40.061938572942026,-123.5433282892016
3122,40.106919502131255,-123.54552033388272
3123,40.15190185520658,-123.5477150911491
3124,40.19688566319188,-123.54991256603653
3125,40.24187095718148,-123.5521127635934
3126,40.2868577683405,-123.55431568888056
3127,40.33184612790541,-123.55652134697137
3128,40.376836067184335,-123.55872974295175
3129,40.42182761755762,-123.5609408819204
3130,40.4668208104781,-123.56315476898844
3131,40.51181567747146,-123.56537140927996
3132,40.55681225013679,-123.56759080793157
3133,40.60181056014721,-123.56981297009273
3134,40.64681063924967,-123.5720379009258
3135,40.691812519266,-123.57426560560587
3136,40.73681623209311,-123.57649608932104
3137,40.7818218097034,-123.57872935727224
3138,40.82682928414523,-123.58096541467351
3139,40.87183868754326,-123.5832042667518
3140,40.91685005209906,-123.58544591874718
3141,40.96186341009138,-123.5876903759128
3142,41.00687879387682,-123.58993764351496
3143,41.05189623589008,-123.59218772683316
3144,41.09691576864437,-123.59444063116008
3145,41.14193742473224,-123.59669636180172
3146,41.186961236825326,-123.59895492407736
3147,41.231987237675625,-123.6012163233196
3148,41.2770154601154,-123.60348056487447
3149,41.32204593705792,-123.60574765410152
3150,41.36707870149768,-123.6080175963736
3151,41.41211378651111,-123.61029039707718
3152,41.45715122525692,-123.6125660616123
3153,41.50219105097664,-123.61484459539255
3154,41.547233296995,-123.6171260038452
3155,41.5922779967204,-123.61941029241127
3156,41.63732518364564,-123.62169746654536
3157,41.68237489134823,-123.623987531716
3158,41.72742715349054,-123.62628049340545
3159,41.772482003821096,-123.62857635710984
3160,41.81753947617423,-123.63087512833928
3161,41.86259960447112,-123.6331768126177
3162,41.90766242272011,-123.6354814154832
3163,41.95272796501716,-123.63778894248776
3164,41.986471949669244,-123.63850293336094
3300,38.63898589253934,-123.39484429321988
3301,38.67399527511264,-123.4097060216325
3302,38.71488644857367,-123.42099570247136
3303,38.75961154543084,-123.42335678364358
3304,38.80456539043025,-123.4254373787801
3305,38.84951979082433,-123.42752050337629
3306,38.89447477576734,-123.42960616204564
3307,38.93943037447303,-123.43169435941296
3308,38.98438661621525,-123.43378510011424
3309,39.02934353032801,-123.4358783887968
3310,39.07430114620598,-123.43797423011922
3311,39.119259493304895,-123.44007262875152
