LAT,LON,T2M,DATE,PS,WS10M,PRECTOTCORR,RH2M
36.0,-120.625,28.38,2020-06-03,96.54,1.92,0.0,30.59
36.0,-120.0,29.29,2020-06-03,98.71,1.96,0.0,31.02
36.5,-124.375,14.82,2020-06-03,101.68,9.76,0.0,88.87
36.5,-123.75,14.45,2020-06-03,101.6,8.64,0.0,91.57
36.5,-123.125,14.48,2020-06-03,101.53,7.23,0.14,93.13
36.5,-122.5,14.59,2020-06-03,101.48,5.72,0.28,94.66
36.5,-121.875,19.49,2020-06-03,100.01,2.42,0.09,66.74
36.5,-121.25,27.6,2020-06-03,95.93,1.99,0.0,32.95
36.5,-120.625,28.94,2020-06-03,96.51,2.55,0.0,27.33
36.5,-120.0,30.61,2020-06-03,99.6,1.91,0.0,27.84
37.0,-124.375,14.08,2020-06-03,101.68,9.64,0.0,90.88
37.0,-123.75,13.93,2020-06-03,101.6,8.64,0.03,92.8
37.0,-123.125,14.04,2020-06-03,101.53,6.92,0.05,93.98
37.0,-122.5,14.97,2020-06-03,100.92,4.58,0.07,89.14
37.0,-121.875,23.71,2020-06-03,98.93,2.03,0.02,48.88
37.0,-121.25,28.37,2020-06-03,97.54,2.25,0.0,31.47
37.0,-120.625,29.7,2020-06-03,99.32,2.56,0.0,29.49
37.0,-120.0,31.05,2020-06-03,98.98,1.98,0.0,29.83
37.5,-124.375,13.64,2020-06-03,101.68,9.68,0.01,90.9
37.5,-123.75,13.29,2020-06-03,101.59,8.8,0.07,93.89
37.5,-123.125,13.54,2020-06-03,101.47,6.44,0.06,93.73
37.5,-122.5,16.8,2020-06-03,100.69,3.43,0.02,77.76
37.5,-121.875,25.72,2020-06-03,98.68,2.19,0.0,43.68
37.5,-121.25,28.21,2020-06-03,98.42,2.67,0.0,31.03
37.5,-120.625,30.06,2020-06-03,99.33,2.25,0.0,31.54
37.5,-120.0,26.64,2020-06-03,92.63,2.44,0.0,38.61
38.0,-124.375,13.62,2020-06-03,101.68,10.5,0.0,90.72
38.0,-123.75,12.6,2020-06-03,101.57,8.92,0.01,95.21
38.0,-123.125,15.6,2020-06-03,101.18,5.5,0.03,79.43
38.0,-122.5,21.13,2020-06-03,100.41,2.95,0.01,57.37
38.0,-121.875,25.66,2020-06-03,100.13,3.23,0.0,45.39
38.0,-121.25,28.06,2020-06-03,100.18,2.39,0.0,37.42
38.0,-120.625,27.89,2020-06-03,96.0,2.03,0.0,36.22
38.0,-120.0,21.34,2020-06-03,85.14,2.33,0.0,43.19
38.5,-124.375,13.28,2020-06-03,101.68,10.78,0.0,91.81
38.5,-123.75,13.81,2020-06-03,101.13,8.21,0.0,87.52
38.5,-123.125,20.71,2020-06-03,99.42,3.53,0.0,56.06
38.5,-122.5,26.49,2020-06-03,98.31,2.46,0.0,39.38
38.5,-121.875,28.84,2020-06-03,100.47,2.18,0.0,35.19
38.5,-121.25,28.41,2020-06-03,99.84,1.82,0.0,37.8
38.5,-120.625,25.43,2020-06-03,91.63,2.29,0.0,38.26
38.5,-120.0,18.08,2020-06-03,80.99,2.36,0.0,45.04
39.0,-124.375,13.12,2020-06-03,101.67,10.77,0.0,92.37
39.0,-123.75,16.27,2020-06-03,99.87,4.75,0.0,73.78
39.0,-123.125,23.79,2020-06-03,95.87,1.81,0.0,44.82
39.0,-122.5,27.54,2020-06-03,96.67,2.05,0.0,35.49
39.0,-121.875,30.19,2020-06-03,100.59,1.29,0.0,31.57
39.0,-121.25,28.89,2020-06-03,97.91,2.0,0.0,31.93
39.0,-120.625,23.05,2020-06-03,87.89,1.99,0.0,38.36
39.0,-120.0,18.99,2020-06-03,81.35,2.83,0.0,42.25
39.5,-124.375,13.08,2020-06-03,101.57,10.59,0.0,92.23
39.5,-123.75,17.36,2020-06-03,98.72,2.47,0.0,71.05
39.5,-123.125,23.57,2020-06-03,92.04,1.44,0.0,41.54
39.5,-122.5,28.5,2020-06-03,96.72,1.77,0.0,29.09
39.5,-121.875,30.24,2020-06-03,100.01,2.09,0.0,27.55
39.5,-121.25,25.69,2020-06-03,93.37,2.16,0.0,35.01
39.5,-120.625,19.97,2020-06-03,84.66,1.61,0.0,42.7
39.5,-120.0,20.06,2020-06-03,82.7,3.22,0.0,38.82
40.0,-124.375,13.25,2020-06-03,100.97,9.35,0.0,90.08
40.0,-123.75,18.58,2020-06-03,96.26,2.05,0.0,71.96
40.0,-123.125,22.5,2020-06-03,89.99,1.0,0.0,47.29
40.0,-122.5,27.76,2020-06-03,96.71,2.01,0.0,34.35
40.0,-121.875,27.37,2020-06-03,96.1,2.16,0.0,31.21
40.0,-121.25,21.44,2020-06-03,86.85,1.74,0.0,36.42
40.0,-120.625,19.52,2020-06-03,84.21,2.12,0.0,40.04
40.0,-120.0,21.19,2020-06-03,84.8,3.39,0.0,37.13
40.5,-124.375,12.96,2020-06-03,100.23,7.16,0.0,90.62
40.5,-123.75,18.29,2020-06-03,94.1,1.9,0.0,74.97
40.5,-123.125,20.83,2020-06-03,90.24,1.25,0.0,61.3
40.5,-122.5,25.81,2020-06-03,96.15,1.5,0.0,46.35
40.5,-121.875,23.63,2020-06-03,92.03,2.09,0.0,39.19
40.5,-121.25,18.55,2020-06-03,83.39,2.07,0.0,39.12
40.5,-120.625,20.01,2020-06-03,84.19,2.86,0.0,39.09
40.5,-120.0,22.3,2020-06-03,85.81,3.82,0.0,34.23
41.0,-124.375,12.87,2020-06-03,101.03,6.79,0.0,92.5
41.0,-123.75,17.55,2020-06-03,94.48,1.54,0.0,75.31
41.0,-123.125,18.12,2020-06-03,88.18,1.6,0.0,68.45
41.0,-122.5,20.78,2020-06-03,89.82,1.52,0.0,56.36
41.0,-121.875,20.46,2020-06-03,89.92,1.98,0.0,54.68
41.0,-121.25,20.51,2020-06-03,86.4,3.19,0.0,42.35
41.0,-120.625,19.37,2020-06-03,83.35,3.58,0.0,42.13
41.0,-120.0,19.93,2020-06-03,82.99,4.1,0.0,39.31
41.5,-124.375,13.23,2020-06-03,100.89,7.29,0.0,88.63
41.5,-123.75,16.7,2020-06-03,93.85,1.65,0.0,77.34
41.5,-123.125,17.35,2020-06-03,88.4,1.81,0.0,67.87
41.5,-122.5,18.55,2020-06-03,87.09,2.19,0.0,59.65
41.5,-121.875,17.51,2020-06-03,85.39,2.29,0.0,63.32
41.5,-121.25,19.37,2020-06-03,85.86,3.36,0.0,55.6
41.5,-120.625,19.69,2020-06-03,84.6,4.1,0.0,47.02
41.5,-120.0,19.2,2020-06-03,83.05,4.17,0.0,44.43
42.0,-124.375,13.02,2020-06-03,100.07,5.39,0.0,84.24
42.0,-123.75,16.0,2020-06-03,93.57,1.96,0.0,75.1
42.0,-123.125,15.91,2020-06-03,89.47,1.55,0.0,72.23
42.0,-122.5,17.61,2020-06-03,88.25,2.0,0.0,64.32
42.0,-121.875,18.02,2020-06-03,86.31,3.01,0.0,63.95
42.0,-121.25,19.56,2020-06-03,86.09,3.77,0.0,54.81
42.0,-120.625,18.51,2020-06-03,84.16,3.75,0.0,50.96
42.0,-120.0,18.8,2020-06-03,83.44,4.11,0.0,46.09
32.5,-124.375,16.71,2020-06-04,101.27,8.76,0.0,87.47
32.5,-123.75,16.6,2020-06-04,101.2,8.23,0.0,89.04
32.5,-123.125,16.56,2020-06-04,101.13,7.43,0.09,91.51
32.5,-122.5,16.55,2020-06-04,101.07,6.42,0.28,93.98
32.5,-121.875,16.33,2020-06-04,101.04,5.07,0.82,94.78
32.5,-121.25,16.1,2020-06-04,101.0,4.07,0.47,95.64
32.5,-120.625,16.07,2020-06-04,100.99,3.94,0.7,96.59
32.5,-120.0,16.22,2020-06-04,101.01,4.04,1.17,96.45
33.0,-124.375,16.65,2020-06-04,101.27,9.43,0.0,86.96
33.0,-123.75,16.59,2020-06-04,101.19,8.97,0.0,88.1
33.0,-123.125,16.4,2020-06-04,101.12,8.03,0.03,91.15
33.0,-122.5,16.26,2020-06-04,101.06,7.02,0.06,94.08
33.0,-121.875,16.21,2020-06-04,101.02,5.72,0.11,94.2
33.0,-121.25,15.85,2020-06-04,100.98,4.6,0.13,96.4
33.0,-120.625,15.76,2020-06-04,100.98,4.29,0.11,97.33
33.0,-120.0,15.95,2020-06-04,100.99,4.28,0.07,97.32
33.5,-124.375,16.49,2020-06-04,101.27,10.08,0.0,86.33
33.5,-123.75,16.5,2020-06-04,101.2,9.68,0.0,87.29
33.5,-123.125,16.28,2020-06-04,101.12,8.69,0.01,90.37
33.5,-122.5,16.06,2020-06-04,101.06,7.57,0.01,93.43
33.5,-121.875,16.07,2020-06-04,101.01,6.15,0.0,93.85
33.5,-121.25,15.61,2020-06-04,100.97,4.96,0.0,96.74
33.5,-120.625,15.28,2020-06-04,100.94,4.51,0.01,97.27
33.5,-120.0,15.62,2020-06-04,100.95,4.59,0.0,97.13
34.0,-124.375,16.25,2020-06-04,101.28,10.68,0.0,86.34
34.0,-123.75,16.28,2020-06-04,101.2,10.28,0.0,87.03
34.0,-123.125,16.07,2020-06-04,101.12,9.26,0.0,89.79
34.0,-122.5,15.71,2020-06-04,101.06,7.96,0.0,93.06
34.0,-121.875,15.74,2020-06-04,101.0,6.18,0.0,94.75
34.0,-121.25,15.23,2020-06-04,100.98,4.89,0.0,96.97
34.0,-120.625,15.21,2020-06-04,100.85,4.01,0.01,94.72
34.0,-120.0,17.15,2020-06-04,100.43,4.13,0.02,84.78
34.5,-124.375,15.79,2020-06-04,101.29,10.94,0.0,86.77
34.5,-123.75,15.78,2020-06-04,101.21,10.56,0.0,87.29
34.5,-123.125,15.7,2020-06-04,101.13,9.57,0.0,89.79
34.5,-122.5,15.48,2020-06-04,101.07,8.27,0.0,92.54
34.5,-121.875,15.53,2020-06-04,101.01,6.35,0.0,94.63
34.5,-121.25,15.13,2020-06-04,100.97,4.31,0.0,96.56
34.5,-120.625,18.07,2020-06-04,100.13,3.1,0.01,75.5
34.5,-120.0,22.92,2020-06-04,97.35,3.01,0.01,49.82
35.0,-124.375,15.57,2020-06-04,101.31,11.2,0.0,86.21
35.0,-123.75,15.5,2020-06-04,101.22,10.77,0.0,87.23
35.0,-123.125,15.41,2020-06-04,101.13,9.83,0.0,89.7
35.0,-122.5,15.24,2020-06-04,101.07,8.55,0.0,92.19
35.0,-121.875,15.0,2020-06-04,101.0,6.98,0.0,94.66
35.0,-121.25,15.57,2020-06-04,100.85,3.99,0.02,91.73
35.0,-120.625,21.82,2020-06-04,98.72,2.96,0.02,51.87
35.0,-120.0,27.7,2020-06-04,93.93,2.37,0.0,31.09
35.5,-124.375,15.52,2020-06-04,101.33,11.61,0.0,85.47
35.5,-123.75,15.23,2020-06-04,101.24,11.12,0.0,87.11
35.5,-123.125,15.22,2020-06-04,101.15,10.09,0.0,89.36
35.5,-122.5,15.01,2020-06-04,101.08,8.72,0.0,92.34
35.5,-121.875,15.26,2020-06-04,100.92,6.58,0.0,90.01
35.5,-121.25,19.3,2020-06-04,99.93,3.5,0.0,62.4
35.5,-120.625,26.31,2020-06-04,97.13,3.35,0.0,30.39
35.5,-120.0,30.12,2020-06-04,96.37,2.95,0.0,25.04
36.0,-124.375,15.26,2020-06-04,101.34,11.89,0.0,85.74
36.0,-123.75,14.84,2020-06-04,101.25,11.34,0.0,88.01
36.0,-123.125,14.75,2020-06-04,101.15,10.04,0.0,90.32
36.0,-122.5,14.63,2020-06-04,101.09,7.61,0.0,92.79
36.0,-121.875,16.03,2020-06-04,99.9,4.26,0.0,80.23
36.0,-121.25,26.45,2020-06-04,96.6,3.34,0.0,30.08
36.0,-120.625,30.45,2020-06-04,96.1,3.21,0.0,19.7
36.0,-120.0,32.03,2020-06-04,98.19,3.3,0.0,20.97
36.5,-124.375,14.72,2020-06-04,101.35,12.13,0.0,87.21
36.5,-123.75,14.33,2020-06-04,101.24,11.59,0.0,89.51
36.5,-123.125,14.34,2020-06-04,101.15,10.0,0.02,90.93
36.5,-122.5,14.48,2020-06-04,101.07,6.96,0.0,92.03
36.5,-121.875,17.07,2020-06-04,99.62,2.82,0.06,74.45
36.5,-121.25,28.4,2020-06-04,95.52,2.87,0.0,26.52
36.5,-120.625,31.28,2020-06-04,96.03,3.63,0.0,17.89
36.5,-120.0,32.78,2020-06-04,99.07,3.44,0.0,19.9
37.0,-124.375,13.93,2020-06-04,101.35,12.01,0.0,89.54
37.0,-123.75,13.77,2020-06-04,101.23,11.66,0.01,91.25
37.0,-123.125,13.84,2020-06-04,101.12,9.67,0.12,92.28
37.0,-122.5,14.43,2020-06-04,100.5,5.91,0.26,89.43
37.0,-121.875,21.21,2020-06-04,98.54,2.29,0.07,53.77
37.0,-121.25,29.22,2020-06-04,97.08,3.37,0.0,24.79
37.0,-120.625,31.76,2020-06-04,98.83,3.68,0.0,20.89
37.0,-120.0,32.9,2020-06-04,98.46,2.92,0.0,22.36
37.5,-124.375,13.42,2020-06-04,101.33,11.88,0.0,89.74
37.5,-123.75,13.13,2020-06-04,101.2,11.67,0.02,92.37
37.5,-123.125,13.28,2020-06-04,101.04,8.87,0.11,92.87
37.5,-122.5,15.7,2020-06-04,100.25,4.28,0.07,81.12
37.5,-121.875,24.04,2020-06-04,98.24,3.03,0.02,46.47
37.5,-121.25,29.23,2020-06-04,97.94,3.49,0.0,23.84
37.5,-120.625,31.88,2020-06-04,98.83,3.22,0.0,22.99
37.5,-120.0,28.55,2020-06-04,92.2,2.82,0.0,29.48
38.0,-124.375,13.38,2020-06-04,101.33,12.8,0.0,89.31
38.0,-123.75,12.39,2020-06-04,101.17,11.68,0.0,93.89
38.0,-123.125,14.79,2020-06-04,100.73,7.44,0.03,81.69
38.0,-122.5,20.37,2020-06-04,99.94,3.35,0.04,59.47
38.0,-121.875,24.97,2020-06-04,99.66,4.18,0.0,45.95
38.0,-121.25,28.02,2020-06-04,99.7,3.26,0.0,34.5
38.0,-120.625,29.01,2020-06-04,95.56,2.47,0.0,28.55
38.0,-120.0,23.21,2020-06-04,84.77,2.08,0.0,31.81
38.5,-124.375,12.95,2020-06-04,101.32,12.9,0.0,90.9
38.5,-123.75,13.09,2020-06-04,100.72,10.59,0.0,88.98
38.5,-123.125,19.79,2020-06-04,98.96,4.61,0.0,59.65
38.5,-122.5,25.87,2020-06-04,97.84,2.74,0.0,40.94
38.5,-121.875,28.34,2020-06-04,99.98,2.88,0.0,35.25
38.5,-121.25,28.04,2020-06-04,99.37,2.52,0.0,35.61
38.5,-120.625,26.21,2020-06-04,91.22,2.38,0.0,30.98
38.5,-120.0,19.34,2020-06-04,80.64,2.34,0.0,34.32
39.0,-124.375,12.76,2020-06-04,101.31,12.81,0.0,91.32
39.0,-123.75,15.45,2020-06-04,99.46,6.5,0.0,74.82
39.0,-123.125,23.11,2020-06-04,95.42,1.97,0.0,45.71
39.0,-122.5,27.17,2020-06-04,96.21,2.76,0.0,36.48
39.0,-121.875,30.72,2020-06-04,100.08,1.93,0.0,29.07
39.0,-121.25,28.49,2020-06-04,97.43,2.63,0.0,31.04
39.0,-120.625,22.58,2020-06-04,87.48,2.31,0.0,36.2
39.0,-120.0,19.05,2020-06-04,80.99,3.44,0.0,36.16
39.5,-124.375,12.71,2020-06-04,101.22,12.1,0.0,91.41
39.5,-123.75,16.38,2020-06-04,98.32,3.77,0.0,72.56
39.5,-123.125,22.57,2020-06-04,91.62,1.51,0.0,45.01
39.5,-122.5,28.05,2020-06-04,96.26,2.91,0.0,33.3
39.5,-121.875,31.27,2020-06-04,99.49,1.81,0.0,26.82
39.5,-121.25,25.62,2020-06-04,92.92,2.51,0.0,34.91
39.5,-120.625,18.94,2020-06-04,84.26,2.16,0.0,44.72
39.5,-120.0,19.57,2020-06-04,82.32,3.51,0.0,35.99
40.0,-124.375,12.72,2020-06-04,100.64,10.31,0.0,89.66
40.0,-123.75,16.83,2020-06-04,95.9,2.78,0.0,72.52
40.0,-123.125,20.23,2020-06-04,89.61,1.35,0.0,55.59
40.0,-122.5,26.85,2020-06-04,96.26,3.51,0.0,43.56
40.0,-121.875,27.95,2020-06-04,95.6,2.44,0.0,34.67
40.0,-121.25,20.82,2020-06-04,86.44,1.98,0.0,43.31
40.0,-120.625,19.77,2020-06-04,83.8,2.2,0.0,40.76
40.0,-120.0,21.22,2020-06-04,84.4,3.03,0.0,34.18
40.5,-124.375,12.57,2020-06-04,99.92,8.24,0.0,89.65
40.5,-123.75,16.58,2020-06-04,93.78,2.34,0.0,73.71
40.5,-123.125,18.73,2020-06-04,89.89,1.6,0.0,64.09
40.5,-122.5,24.86,2020-06-04,95.73,2.15,0.0,53.5
40.5,-121.875,23.86,2020-06-04,91.58,2.35,0.0,45.95
40.5,-121.25,18.43,2020-06-04,83.0,2.01,0.0,46.25
40.5,-120.625,20.47,2020-06-04,83.79,2.53,0.0,41.13
40.5,-120.0,23.0,2020-06-04,85.42,3.15,0.0,33.56
41.0,-124.375,12.67,2020-06-04,100.73,7.84,0.0,89.84
41.0,-123.75,15.98,2020-06-04,94.17,1.87,0.0,75.94
41.0,-123.125,16.42,2020-06-04,87.84,1.64,0.0,70.11
41.0,-122.5,19.8,2020-06-04,89.43,1.78,0.0,59.31
41.0,-121.875,20.57,2020-06-04,89.52,1.95,0.0,59.0
41.0,-121.25,20.36,2020-06-04,86.01,2.69,0.0,49.0
41.0,-120.625,19.3,2020-06-04,82.97,3.11,0.0,46.58
41.0,-120.0,20.25,2020-06-04,82.62,3.75,0.0,40.32
41.5,-124.375,13.13,2020-06-04,100.61,7.67,0.0,84.89
41.5,-123.75,15.66,2020-06-04,93.56,2.03,0.0,75.51
41.5,-123.125,15.84,2020-06-04,88.1,1.61,0.0,67.59
41.5,-122.5,16.9,2020-06-04,86.78,1.93,0.0,62.62
41.5,-121.875,17.19,2020-06-04,85.04,2.04,0.0,61.1
41.5,-121.25,18.85,2020-06-04,85.5,2.69,0.0,55.22
41.5,-120.625,19.14,2020-06-04,84.24,3.32,0.0,49.65
41.5,-120.0,18.95,2020-06-04,82.69,3.68,0.0,47.38
42.0,-124.375,12.58,2020-06-04,99.82,5.52,0.0,82.85
42.0,-123.75,14.85,2020-06-04,93.32,2.18,0.0,73.64
42.0,-123.125,14.88,2020-06-04,89.21,1.61,0.0,69.3
42.0,-122.5,16.3,2020-06-04,87.96,1.89,0.0,62.95
42.0,-121.875,16.48,2020-06-04,86.02,2.48,0.0,62.21
42.0,-121.25,18.05,2020-06-04,85.78,3.1,0.0,55.38
42.0,-120.625,17.39,2020-06-04,83.83,3.05,0.0,55.19
42.0,-120.0,17.87,2020-06-04,83.1,3.49,0.0,51.39
32.5,-124.375,16.59,2020-06-05,101.12,9.59,0.0,84.27
32.5,-123.75,16.44,2020-06-05,101.05,8.88,0.0,85.39
32.5,-123.125,16.42,2020-06-05,100.98,7.64,0.16,88.23
32.5,-122.5,16.68,2020-06-05,100.91,5.27,0.41,89.23
32.5,-121.875,16.67,2020-06-05,100.89,3.04,0.44,91.12
32.5,-121.25,16.74,2020-06-05,100.87,2.46,0.58,93.15
32.5,-120.625,16.83,2020-06-05,100.88,2.43,0.48,93.51
32.5,-120.0,16.97,2020-06-05,100.9,2.84,0.31,92.29
33.0,-124.375,16.47,2020-06-05,101.14,9.68,0.0,84.14
33.0,-123.75,16.29,2020-06-05,101.07,9.05,0.0,85.0
33.0,-123.125,16.06,2020-06-05,101.0,7.83,0.18,88.34
33.0,-122.5,16.28,2020-06-05,100.93,5.82,0.53,89.88
33.0,-121.875,16.5,2020-06-05,100.9,3.53,0.77,91.23
33.0,-121.25,16.42,2020-06-05,100.88,2.79,1.02,93.67
33.0,-120.625,16.54,2020-06-05,100.88,2.35,1.02,92.96
33.0,-120.0,16.71,2020-06-05,100.91,2.75,0.74,92.35
33.5,-124.375,16.23,2020-06-05,101.15,9.58,0.0,84.22
33.5,-123.75,16.11,2020-06-05,101.08,9.08,0.0,84.77
33.5,-123.125,15.8,2020-06-05,101.02,7.92,0.11,87.46
33.5,-122.5,15.83,2020-06-05,100.97,5.94,0.78,89.85
33.5,-121.875,16.23,2020-06-05,100.93,3.6,0.86,91.56
33.5,-121.25,16.05,2020-06-05,100.91,2.99,1.12,93.65
33.5,-120.625,15.95,2020-06-05,100.88,2.47,1.12,93.55
33.5,-120.0,16.3,2020-06-05,100.9,2.71,0.58,92.75
34.0,-124.375,15.95,2020-06-05,101.17,9.46,0.0,84.57
34.0,-123.75,15.83,2020-06-05,101.1,8.98,0.0,85.0
34.0,-123.125,15.56,2020-06-05,101.04,7.93,0.04,86.72
34.0,-122.5,15.27,2020-06-05,100.99,6.06,0.49,89.77
34.0,-121.875,15.69,2020-06-05,100.94,3.22,0.66,91.71
34.0,-121.25,15.57,2020-06-05,100.93,2.67,0.86,94.06
34.0,-120.625,15.52,2020-06-05,100.81,2.31,0.87,92.9
34.0,-120.0,16.55,2020-06-05,100.39,2.93,0.49,88.2
34.5,-124.375,15.49,2020-06-05,101.18,9.14,0.0,85.04
34.5,-123.75,15.31,2020-06-05,101.11,8.7,0.0,85.41
34.5,-123.125,15.19,2020-06-05,101.06,7.86,0.01,86.33
34.5,-122.5,14.94,2020-06-05,101.01,6.15,0.27,88.86
34.5,-121.875,15.31,2020-06-05,100.98,2.67,0.13,89.69
34.5,-121.25,15.39,2020-06-05,100.94,2.5,0.68,94.29
34.5,-120.625,16.27,2020-06-05,100.11,2.48,0.73,86.88
34.5,-120.0,17.64,2020-06-05,97.28,3.05,0.57,77.62
35.0,-124.375,15.2,2020-06-05,101.18,8.98,0.0,84.86
35.0,-123.75,14.98,2020-06-05,101.12,8.58,0.0,85.42
35.0,-123.125,14.86,2020-06-05,101.06,7.9,0.01,86.11
35.0,-122.5,14.65,2020-06-05,101.02,6.45,0.05,88.25
35.0,-121.875,14.55,2020-06-05,100.95,3.47,0.13,90.71
35.0,-121.25,15.18,2020-06-05,100.83,2.83,0.78,93.59
35.0,-120.625,16.98,2020-06-05,98.69,3.11,0.6,80.45
35.0,-120.0,20.17,2020-06-05,93.74,3.9,0.42,62.3
35.5,-124.375,15.07,2020-06-05,101.17,9.13,0.0,84.72
35.5,-123.75,14.67,2020-06-05,101.12,8.61,0.0,85.77
35.5,-123.125,14.61,2020-06-05,101.06,7.98,0.0,86.44
35.5,-122.5,14.35,2020-06-05,101.01,6.76,0.02,88.45
35.5,-121.875,14.37,2020-06-05,100.89,3.76,0.03,89.48
35.5,-121.25,15.38,2020-06-05,99.95,2.97,0.2,86.35
35.5,-120.625,17.26,2020-06-05,97.07,4.8,0.3,73.17
35.5,-120.0,21.46,2020-06-05,96.22,5.93,0.2,56.36
36.0,-124.375,14.79,2020-06-05,101.16,9.43,0.0,85.42
36.0,-123.75,14.32,2020-06-05,101.1,8.8,0.0,86.58
36.0,-123.125,14.16,2020-06-05,101.06,7.86,0.01,87.59
36.0,-122.5,13.9,2020-06-05,101.01,6.11,0.02,89.07
36.0,-121.875,14.06,2020-06-05,99.84,3.34,0.03,85.28
36.0,-121.25,18.3,2020-06-05,96.45,3.2,0.07,59.76
36.0,-120.625,20.68,2020-06-05,95.95,5.35,0.07,54.19
36.0,-120.0,24.58,2020-06-05,98.04,5.76,0.07,42.87
36.5,-124.375,14.27,2020-06-05,101.14,9.71,0.0,86.92
36.5,-123.75,13.86,2020-06-05,101.08,9.2,0.0,88.0
36.5,-123.125,13.74,2020-06-05,101.02,8.23,0.02,88.92
36.5,-122.5,13.65,2020-06-05,100.98,6.1,0.03,89.2
36.5,-121.875,14.32,2020-06-05,99.52,3.29,0.05,80.36
36.5,-121.25,19.29,2020-06-05,95.32,4.7,0.02,47.21
36.5,-120.625,24.91,2020-06-05,95.76,4.45,0.0,31.01
36.5,-120.0,27.78,2020-06-05,98.88,4.07,0.03,28.32
37.0,-124.375,13.57,2020-06-05,101.12,9.88,0.0,88.82
37.0,-123.75,13.41,2020-06-05,101.04,9.87,0.01,89.44
37.0,-123.125,13.25,2020-06-05,100.97,8.78,0.04,90.6
37.0,-122.5,13.19,2020-06-05,100.37,6.56,0.06,89.33
37.0,-121.875,15.88,2020-06-05,98.38,3.22,0.04,67.96
37.0,-121.25,19.94,2020-06-05,96.9,6.18,0.01,47.13
37.0,-120.625,24.93,2020-06-05,98.64,5.4,0.0,33.25
37.0,-120.0,26.67,2020-06-05,98.29,4.14,0.04,29.08
37.5,-124.375,13.1,2020-06-05,101.08,9.9,0.0,89.53
37.5,-123.75,12.77,2020-06-05,100.98,10.42,0.04,91.52
37.5,-123.125,12.62,2020-06-05,100.85,9.4,0.07,92.58
37.5,-122.5,13.81,2020-06-05,100.05,6.49,0.03,85.46
37.5,-121.875,16.7,2020-06-05,98.04,6.32,0.01,64.27
37.5,-121.25,22.0,2020-06-05,97.69,6.08,0.0,40.94
37.5,-120.625,25.98,2020-06-05,98.61,4.21,0.0,31.24
37.5,-120.0,23.63,2020-06-05,91.83,2.59,0.06,35.44
38.0,-124.375,13.02,2020-06-05,101.04,10.71,0.01,89.6
38.0,-123.75,12.05,2020-06-05,100.92,10.99,0.07,93.57
38.0,-123.125,12.93,2020-06-05,100.49,9.43,0.09,87.58
38.0,-122.5,16.53,2020-06-05,99.65,6.03,0.02,69.76
38.0,-121.875,18.43,2020-06-05,99.38,7.91,0.0,61.44
38.0,-121.25,22.77,2020-06-05,99.44,5.75,0.0,43.2
38.0,-120.625,23.92,2020-06-05,95.25,2.96,0.0,36.04
38.0,-120.0,19.97,2020-06-05,84.33,2.53,0.01,36.07
38.5,-124.375,12.57,2020-06-05,101.01,10.53,0.01,91.5
38.5,-123.75,12.16,2020-06-05,100.44,10.75,0.05,91.91
38.5,-123.125,15.62,2020-06-05,98.64,6.86,0.04,69.83
38.5,-122.5,20.87,2020-06-05,97.42,4.51,0.01,50.0
38.5,-121.875,22.29,2020-06-05,99.6,6.17,0.0,48.66
38.5,-121.25,23.39,2020-06-05,99.05,5.79,0.0,42.45
38.5,-120.625,21.45,2020-06-05,90.81,3.46,0.0,39.37
38.5,-120.0,16.83,2020-06-05,80.14,3.18,0.0,39.55
39.0,-124.375,12.37,2020-06-05,100.97,10.12,0.02,92.11
39.0,-123.75,12.95,2020-06-05,99.16,6.43,0.02,84.1
39.0,-123.125,18.34,2020-06-05,95.0,3.57,0.01,55.43
39.0,-122.5,24.61,2020-06-05,95.67,2.88,0.0,39.46
39.0,-121.875,25.93,2020-06-05,99.62,4.44,0.0,38.91
39.0,-121.25,24.31,2020-06-05,97.04,5.38,0.0,36.56
39.0,-120.625,19.04,2020-06-05,87.0,3.16,0.0,42.09
39.0,-120.0,17.64,2020-06-05,80.45,4.29,0.0,37.7
39.5,-124.375,12.4,2020-06-05,100.85,9.43,0.03,92.11
39.5,-123.75,13.56,2020-06-05,97.99,3.81,0.01,80.15
39.5,-123.125,18.96,2020-06-05,91.14,2.34,0.0,47.86
39.5,-122.5,26.93,2020-06-05,95.67,2.17,0.0,31.98
39.5,-121.875,26.9,2020-06-05,99.03,4.24,0.0,34.06
39.5,-121.25,21.99,2020-06-05,92.44,3.96,0.0,38.7
39.5,-120.625,16.61,2020-06-05,83.71,3.09,0.0,47.73
39.5,-120.0,18.71,2020-06-05,81.75,4.57,0.0,35.07
40.0,-124.375,12.23,2020-06-05,100.24,7.74,0.06,90.36
40.0,-123.75,14.31,2020-06-05,95.48,2.74,0.05,75.09
40.0,-123.125,17.56,2020-06-05,89.07,1.91,0.0,55.56
40.0,-122.5,25.85,2020-06-05,95.67,2.41,0.0,41.73
40.0,-121.875,25.15,2020-06-05,95.09,3.92,0.0,36.93
40.0,-121.25,17.86,2020-06-05,85.89,2.75,0.0,45.22
40.0,-120.625,17.44,2020-06-05,83.22,3.42,0.0,41.62
40.0,-120.0,20.3,2020-06-05,83.81,4.64,0.0,33.06
40.5,-124.375,12.04,2020-06-05,99.44,5.62,0.1,91.41
